time,src_id,cntry,asn,src_port,dst_ip
1/31/2011 21:10,0.0.0.119,BR,18881,4871,1.21.0.0
1/31/2011 21:10,0.0.0.121,BR,7738,62938,1.11.0.0
1/31/2011 21:10,0.0.0.122,BR,28288,3474,1.53.0.0
1/31/2011 21:10,0.0.0.129,BR,4230,4245,1.5.0.0
1/31/2011 21:10,0.0.0.133,BR,8167,2349,1.65.0.0
1/31/2011 21:10,0.0.0.152,BR,23106,3880,1.61.0.0
1/31/2011 21:10,0.0.0.155,BR,7738,25201,1.23.0.0
1/31/2011 21:10,0.0.0.156,BR,27699,4516,1.53.0.0
1/31/2011 21:10,0.0.0.158,BR,8167,3519,1.13.0.0
1/31/2011 21:10,0.0.0.164,BR,28270,1614,1.15.0.0
1/31/2011 21:10,0.0.0.165,BR,27699,63734,1.75.0.0
1/31/2011 21:11,0.0.0.182,BR,8167,4768,1.89.0.0
1/31/2011 21:11,0.0.0.183,BR,7738,3520,1.79.0.0
1/31/2011 21:11,0.0.0.186,BR,7738,60819,1.43.0.0
1/31/2011 21:11,0.0.0.196,BR,7738,3854,1.27.0.0
1/31/2011 21:11,0.0.0.199,BR,27699,4825,1.47.0.0
1/31/2011 21:11,0.0.0.202,BR,7738,3928,1.95.0.0
1/31/2011 21:11,0.0.0.210,BR,18881,2688,1.9.0.0
1/31/2011 21:11,0.0.0.220,BR,27699,1332,1.33.0.0
1/31/2011 21:11,0.0.0.221,BR,8167,4894,1.63.0.0
1/31/2011 21:11,0.0.0.225,BR,17379,4793,1.73.0.0
1/31/2011 21:11,0.0.0.237,BR,16735,4512,1.29.0.0
1/31/2011 21:11,0.0.0.247,BR,26622,3716,1.51.0.0
1/31/2011 21:11,0.0.1.2,BR,7738,13826,1.35.0.0
1/31/2011 21:11,0.0.1.5,BR,27699,64319,1.83.0.0
1/31/2011 21:12,0.0.1.13,BR,7738,63426,1.105.0.0
1/31/2011 21:12,0.0.1.18,BR,8167,1209,1.119.0.0
1/31/2011 21:12,0.0.1.20,BR,22085,4349,1.49.0.0
1/31/2011 21:12,0.0.1.29,BR,4.581,2486,1.59.0.0
1/31/2011 21:12,0.0.1.33,BR,7738,1606,1.91.0.0
1/31/2011 21:12,0.0.1.46,BR,7738,59071,1.127.0.0
1/31/2011 21:12,0.0.1.51,BR,8167,1687,1.47.0.0
1/31/2011 21:12,0.0.1.54,BR,7738,2668,1.57.0.0
1/31/2011 21:12,0.0.1.55,BR,18881,3107,1.95.0.0
1/31/2011 21:12,0.0.1.57,BR,8167,50635,1.67.0.0
1/31/2011 21:12,0.0.1.58,BR,28202,4226,1.49.0.0
1/31/2011 21:12,0.0.1.67,BR,7738,3907,1.121.0.0
1/31/2011 21:12,0.0.1.69,BR,7738,4313,1.51.0.0
1/31/2011 21:12,0.0.1.74,BR,53098,60789,1.119.0.0
1/31/2011 21:12,0.0.1.75,BR,18881,2180,1.101.0.0
1/31/2011 21:12,0.0.1.76,BR,28158,3053,1.63.0.0
1/31/2011 21:12,0.0.1.78,BR,8167,4412,1.73.0.0
1/31/2011 21:12,0.0.1.82,BR,18881,1224,1.127.0.0
1/31/2011 21:12,0.0.1.83,BR,7738,2393,1.85.0.0
1/31/2011 21:12,0.0.1.87,BR,7738,2402,1.67.0.0
1/31/2011 21:13,0.0.1.89,BR,7738,1476,1.127.0.0
1/31/2011 21:13,0.0.1.94,BR,7738,3816,1.69.0.0
1/31/2011 21:13,0.0.1.97,BR,7738,61929,1.89.0.0
1/31/2011 21:13,0.0.1.111,BR,28573,2709,1.103.0.0
1/31/2011 21:13,0.0.1.112,BR,4230,3119,1.93.0.0
1/31/2011 21:13,0.0.1.114,BR,16735,24036,1.117.0.0
1/31/2011 21:13,0.0.1.117,BR,28573,3275,1.67.0.0
1/31/2011 21:13,0.0.1.124,BR,27699,3384,1.61.0.0
1/31/2011 21:13,0.0.1.128,BR,7738,16456,1.91.0.0
1/31/2011 21:13,0.0.1.130,BR,28260,1360,1.121.0.0
1/31/2011 21:13,0.0.1.131,BR,27699,60640,1.63.0.0
1/31/2011 21:13,0.0.1.134,BR,22085,4571,1.103.0.0
1/31/2011 21:13,0.0.1.138,BR,28573,3431,1.128.0.0
1/31/2011 21:13,0.0.1.148,BR,8167,60257,1.99.0.0
1/31/2011 21:13,0.0.1.153,BR,7738,11895,1.87.0.0
1/31/2011 21:13,0.0.1.154,BR,28142,1959,1.171.0.0
1/31/2011 21:14,0.0.1.168,BR,8167,3594,1.79.0.0
1/31/2011 21:14,0.0.1.182,BR,7738,1772,1.205.0.0
1/31/2011 21:14,0.0.1.186,BR,4230,62308,1.119.0.0
1/31/2011 21:14,0.0.1.202,BR,4230,1482,1.201.0.0
1/31/2011 21:14,0.0.1.206,BR,28183,61985,1.97.0.0
1/31/2011 21:14,0.0.1.211,BR,7738,1565,1.191.0.0
1/31/2011 21:14,0.0.1.213,BR,7738,2198,1.89.0.0
1/31/2011 21:14,0.0.1.215,BR,28573,3294,1.200.0.0
1/31/2011 21:14,0.0.1.217,BR,28573,3172,1.163.0.0
1/31/2011 21:14,0.0.1.222,BR,7738,1288,1.220.0.0
1/31/2011 21:14,0.0.1.234,BR,28347,3911,1.219.0.0
1/31/2011 21:14,0.0.1.237,BR,7738,63120,1.213.0.0
1/31/2011 21:14,0.0.1.240,BR,8167,19381,1.209.0.0
1/31/2011 21:14,0.0.1.246,BR,27699,1413,1.192.0.0
1/31/2011 21:15,0.0.2.0,BR,7738,2540,1.197.0.0
1/31/2011 21:15,0.0.2.12,BR,7738,2888,1.219.0.0
1/31/2011 21:15,0.0.2.14,BR,27699,1951,1.202.0.0
1/31/2011 21:15,0.0.2.22,BR,28573,3197,1.240.0.0
1/31/2011 21:15,0.0.2.25,BR,7738,1359,1.204.0.0
1/31/2011 21:15,0.0.2.27,BR,7738,19041,1.205.0.0
1/31/2011 21:15,0.0.2.29,BR,27699,4683,1.206.0.0
1/31/2011 21:15,0.0.2.31,BR,7738,21065,1.225.0.0
1/31/2011 21:15,0.0.2.37,BR,7738,4012,1.171.0.0
1/31/2011 21:15,0.0.2.41,BR,7738,12597,1.245.0.0
1/31/2011 21:15,0.0.2.46,BR,28573,61227,1.246.0.0
1/31/2011 21:15,0.0.1.206,BR,28183,63349,1.248.0.0
1/31/2011 21:15,0.0.2.53,BR,28573,1854,1.214.0.0
1/31/2011 21:15,0.0.2.59,BR,7738,2416,1.215.0.0
1/31/2011 21:15,0.0.2.62,BR,8167,3770,1.252.0.0
1/31/2011 21:15,0.0.2.65,BR,28573,1731,1.222.0.0
1/31/2011 21:15,0.0.2.67,BR,7738,2596,1.236.0.0
1/31/2011 21:15,0.0.2.71,BR,4.565,1065,1.248.0.0
1/31/2011 21:15,0.0.2.88,BR,18881,29159,1.204.0.0
1/31/2011 21:15,0.0.2.92,BR,27699,3302,1.4.1.0
1/31/2011 21:15,0.0.2.94,BR,28573,59073,1.206.0.0
1/31/2011 21:15,0.0.2.97,BR,7738,4223,1.229.0.0
1/31/2011 21:15,0.0.2.101,BR,7738,1414,1.207.0.0
1/31/2011 21:15,0.0.2.107,BR,7738,2643,1.243.0.0
1/31/2011 21:15,0.0.2.113,BR,7738,6654,1.128.0.0
1/31/2011 21:15,0.0.2.117,BR,7738,61092,1.228.0.0
1/31/2011 21:15,0.0.2.121,BR,27699,63320,1.197.0.0
1/31/2011 21:15,0.0.2.126,BR,7738,3280,1.229.0.0
1/31/2011 21:15,0.0.2.135,BR,7738,2136,1.214.0.0
1/31/2011 21:15,0.0.2.137,BR,7738,60630,1.251.0.0
1/31/2011 21:15,0.0.2.145,BR,28573,4175,1.217.0.0
1/31/2011 21:15,0.0.2.146,BR,8167,29317,1.15.1.0
1/31/2011 21:15,0.0.2.149,BR,26599,1075,1.252.0.0
1/31/2011 21:15,0.0.2.156,BR,8167,19130,1.201.0.0
1/31/2011 21:16,0.0.2.178,BR,8167,2396,1.224.0.0
1/31/2011 21:16,0.0.2.181,BR,27699,2945,1.24.1.0
1/31/2011 21:16,0.0.2.187,BR,8167,4373,1.25.1.0
1/31/2011 21:16,0.0.2.200,BR,7738,4985,1.128.0.0
1/31/2011 21:16,0.0.2.208,BR,18881,47000,1.247.0.0
1/31/2011 21:16,0.0.2.211,BR,4230,3261,1.10.1.0
1/31/2011 21:16,0.0.2.217,BR,4230,3665,1.23.1.0
1/31/2011 21:16,0.0.2.219,BR,7738,26134,1.17.1.0
1/31/2011 21:16,0.0.2.220,BR,8167,3042,1.247.0.0
1/31/2011 21:16,0.0.2.228,BR,27699,61365,1.13.1.0
1/31/2011 21:16,0.0.2.229,BR,17379,2821,1.32.1.0
1/31/2011 21:16,0.0.2.231,BR,28135,3122,1.249.0.0
1/31/2011 21:16,0.0.2.233,BR,7738,2978,1.197.0.0
1/31/2011 21:16,0.0.2.243,BR,4230,33531,1.252.0.0
1/31/2011 21:16,0.0.3.4,BR,7738,61495,1.202.0.0
1/31/2011 21:16,0.0.3.5,BR,4.519,1072,1.19.1.0
1/31/2011 21:16,0.0.3.14,BR,28589,1169,1.26.1.0
1/31/2011 21:16,0.0.0.92,BR,18881,2738,1.8.1.0
1/31/2011 21:16,0.0.3.34,BR,18881,2026,1.209.0.0
1/31/2011 21:16,0.0.3.46,BR,7738,60021,1.48.1.0
1/31/2011 21:16,0.0.3.55,BR,27699,4746,1.249.0.0
1/31/2011 21:16,0.0.3.59,BR,27699,61417,1.50.1.0
1/31/2011 21:16,0.0.3.64,BR,7738,14246,1.12.1.0
1/31/2011 21:16,0.0.3.66,BR,28573,4746,1.31.1.0
1/31/2011 21:16,0.0.3.71,BR,53088,59877,1.32.1.0
1/31/2011 21:16,0.0.3.73,BR,27699,64361,1.52.1.0
1/31/2011 21:16,0.0.3.80,BR,10429,1124,1.217.0.0
1/31/2011 21:16,0.0.3.81,BR,27699,4923,1.198.0.0
1/31/2011 21:16,0.0.3.111,BR,8167,4765,1.240.0.0
1/31/2011 21:16,0.0.3.120,BR,4230,3842,1.34.1.0
1/31/2011 21:16,0.0.3.126,BR,22085,2177,1.62.1.0
1/31/2011 21:16,0.0.3.128,BR,7738,2816,1.225.0.0
1/31/2011 21:16,0.0.3.130,BR,27699,4709,1.29.1.0
1/31/2011 21:16,0.0.3.138,BR,7738,1460,1.5.1.0
1/31/2011 21:17,0.0.3.147,BR,7738,2241,1.26.1.0
1/31/2011 21:17,0.0.3.152,BR,18881,48665,1.49.1.0
1/31/2011 21:17,0.0.2.137,BR,7738,60660,1.27.1.0
1/31/2011 21:17,0.0.3.156,BR,28573,63591,1.11.1.0
1/31/2011 21:17,0.0.3.163,BR,7738,61904,1.232.0.0
1/31/2011 21:17,0.0.3.166,BR,28573,4492,1.45.1.0
1/31/2011 21:17,0.0.3.171,BR,8167,1644,1.251.0.0
1/31/2011 21:17,0.0.3.183,BR,28268,2040,1.46.1.0
1/31/2011 21:17,0.0.3.195,BR,8167,15875,1.54.1.0
1/31/2011 21:17,0.0.3.198,BR,7738,2905,1.237.0.0
1/31/2011 21:17,0.0.3.208,BR,28573,4648,1.239.0.0
1/31/2011 21:17,0.0.3.210,BR,7738,1333,1.51.1.0
1/31/2011 21:17,0.0.3.222,BR,28573,3888,1.52.1.0
1/31/2011 21:17,0.0.3.227,BR,7738,11164,1.22.1.0
1/31/2011 21:17,0.0.3.230,BR,8167,61190,1.241.0.0
1/31/2011 21:17,0.0.3.232,BR,8167,61659,1.62.1.0
1/31/2011 21:17,0.0.3.246,BR,7738,3322,1.63.1.0
1/31/2011 21:17,0.0.3.252,BR,22085,2766,1.226.0.0
1/31/2011 21:17,0.0.4.4,BR,28573,65361,1.64.1.0
1/31/2011 21:17,0.0.4.14,BR,16735,3553,1.47.1.0
1/31/2011 21:17,0.0.3.130,BR,27699,1257,1.24.1.0
1/31/2011 21:17,0.0.4.19,BR,18881,3976,1.48.1.0
1/31/2011 21:17,0.0.4.25,BR,27699,65279,1.213.0.0
1/31/2011 21:17,0.0.4.26,BR,18881,3815,1.11.1.0
1/31/2011 21:17,0.0.4.27,BR,18881,17230,1.231.0.0
1/31/2011 21:17,0.0.4.29,BR,28573,62802,1.88.1.0
1/31/2011 21:17,0.0.4.30,BR,28276,6722,1.67.1.0
1/31/2011 21:17,0.0.4.33,BR,4230,2882,1.68.1.0
1/31/2011 21:17,0.0.4.36,BR,18881,2395,1.62.1.0
1/31/2011 21:17,0.0.4.54,BR,7738,58061,1.53.1.0
1/31/2011 21:17,0.0.4.56,BR,28135,2510,1.85.1.0
1/31/2011 21:17,0.0.4.60,BR,27699,1742,1.73.1.0
1/31/2011 21:17,0.0.4.64,BR,26599,4808,1.17.1.0
1/31/2011 21:17,0.0.4.69,BR,53163,1149,1.48.1.0
1/31/2011 21:17,0.0.4.73,BR,27699,4483,1.220.0.0
1/31/2011 21:17,0.0.4.75,BR,18881,14756,1.18.1.0
1/31/2011 21:17,0.0.4.82,BR,27699,52316,1.203.0.0
1/31/2011 21:17,0.0.4.97,BR,8167,3772,1.223.0.0
1/31/2011 21:17,0.0.4.98,BR,7738,2650,1.241.0.0
1/31/2011 21:17,0.0.4.99,BR,7738,1609,1.4.1.0
1/31/2011 21:17,0.0.4.102,BR,28613,2061,1.78.1.0
1/31/2011 21:17,0.0.4.116,BR,7738,3614,1.80.1.0
1/31/2011 21:17,0.0.4.129,BR,7738,40232,1.192.0.0
1/31/2011 21:17,0.0.4.136,BR,7738,25786,1.230.0.0
1/31/2011 21:17,0.0.4.137,BR,8167,3984,1.87.1.0
1/31/2011 21:17,0.0.4.138,BR,8167,4588,1.86.1.0
1/31/2011 21:17,0.0.4.147,BR,28573,61423,1.231.0.0
1/31/2011 21:17,0.0.4.149,BR,18881,2036,1.88.1.0
1/31/2011 21:17,0.0.4.152,BR,28174,63923,1.215.0.0
1/31/2011 21:17,0.0.4.157,BR,7738,3322,1.13.1.0
1/31/2011 21:17,0.0.4.161,BR,28573,4400,1.49.1.0
1/31/2011 21:17,0.0.4.164,BR,8167,2126,1.53.1.0
1/31/2011 21:17,0.0.4.165,BR,27699,4150,1.15.1.0
1/31/2011 21:17,0.0.4.168,BR,7738,4457,1.235.0.0
1/31/2011 21:17,0.0.4.175,BR,7738,3097,1.217.0.0
1/31/2011 21:18,0.0.4.184,BR,7738,1813,1.88.1.0
1/31/2011 21:18,0.0.4.193,BR,8167,50483,1.77.1.0
1/31/2011 21:18,0.0.4.195,BR,4.56,1612,1.239.0.0
1/31/2011 21:18,0.0.4.196,BR,28573,4158,1.59.1.0
1/31/2011 21:18,0.0.4.198,BR,7738,46093,1.58.1.0
1/31/2011 21:18,0.0.4.206,BR,8167,1304,1.223.0.0
1/31/2011 21:18,0.0.4.210,BR,16735,1100,1.42.1.0
1/31/2011 21:18,0.0.4.230,BR,7738,2667,1.210.0.0
1/31/2011 21:18,0.0.4.239,BR,28260,3126,1.212.0.0
1/31/2011 21:18,0.0.4.244,BR,28258,63726,1.87.1.0
1/31/2011 21:18,0.0.4.245,BR,22085,2804,1.73.1.0
1/31/2011 21:18,0.0.4.248,BR,7738,25728,1.86.1.0
1/31/2011 21:18,0.0.4.250,BR,7738,3719,1.213.0.0
1/31/2011 21:18,0.0.5.1,BR,28650,2292,1.215.0.0
1/31/2011 21:18,0.0.5.6,BR,27724,49902,1.251.0.0
1/31/2011 21:18,0.0.5.11,BR,27699,3613,1.216.0.0
1/31/2011 21:18,0.0.5.12,BR,3549,50706,1.234.0.0
1/31/2011 21:18,0.0.5.13,BR,8167,61213,1.33.1.0
1/31/2011 21:18,0.0.5.45,BR,8167,50520,1.22.1.0
1/31/2011 21:18,0.0.5.47,BR,8167,3783,1.241.0.0
1/31/2011 21:18,0.0.5.49,BR,53099,2526,1.224.0.0
1/31/2011 21:18,0.0.5.50,BR,28220,3398,1.4.1.0
1/31/2011 21:18,0.0.5.63,BR,7738,4908,1.7.1.0
1/31/2011 21:18,0.0.5.69,BR,7738,28518,1.27.1.0
1/31/2011 21:18,0.0.5.73,BR,28573,60135,1.28.1.0
1/31/2011 21:18,0.0.5.79,BR,18881,19930,1.10.1.0
1/31/2011 21:18,0.0.5.80,BR,4230,4400,1.85.1.0
1/31/2011 21:18,0.0.5.82,BR,8167,2931,1.29.1.0
1/31/2011 21:18,0.0.5.96,BR,7738,63215,1.13.1.0
1/31/2011 21:18,0.0.5.97,BR,27699,1081,1.251.0.0
1/31/2011 21:18,0.0.5.106,BR,27699,62579,1.15.1.0
1/31/2011 21:18,0.0.5.109,BR,7738,3884,1.37.1.0
1/31/2011 21:18,0.0.5.111,BR,27699,4191,1.18.1.0
1/31/2011 21:18,0.0.5.120,BR,7738,45372,1.40.1.0
1/31/2011 21:18,0.0.5.127,BR,27699,2287,1.3.1.0
1/31/2011 21:18,0.0.5.136,BR,7738,24576,1.243.0.0
1/31/2011 21:19,0.0.5.150,BR,8167,1427,1.8.1.0
1/31/2011 21:19,0.0.5.158,BR,7738,1677,1.49.1.0
1/31/2011 21:19,0.0.5.160,BR,10429,40142,1.68.1.0
1/31/2011 21:19,0.0.5.166,BR,27699,2904,1.13.1.0
1/31/2011 21:19,0.0.5.167,BR,8167,51401,1.32.1.0
1/31/2011 21:19,0.0.5.168,BR,18881,3328,1.52.1.0
1/31/2011 21:19,0.0.5.180,BR,7738,3452,1.37.1.0
1/31/2011 21:19,0.0.5.181,BR,7738,62506,1.75.1.0
1/31/2011 21:19,0.0.5.188,BR,53128,2527,1.78.1.0
1/31/2011 21:19,0.0.5.199,BR,4230,2359,1.43.1.0
1/31/2011 21:19,0.0.5.201,BR,7738,4660,1.44.1.0
1/31/2011 21:19,0.0.5.202,BR,10429,3519,1.62.1.0
1/31/2011 21:19,0.0.5.212,BR,18881,3563,1.49.1.0
1/31/2011 21:19,0.0.5.214,BR,7738,1796,1.11.1.0
1/31/2011 21:19,0.0.5.221,BR,27699,2818,1.10.1.0
1/31/2011 21:19,0.0.5.229,BR,7738,4901,1.73.1.0
1/31/2011 21:19,0.0.5.237,BR,17222,1509,1.40.1.0
1/31/2011 21:19,0.0.5.244,BR,8167,15549,1.22.1.0
1/31/2011 21:19,0.0.5.252,BR,18881,54477,1.66.1.0
1/31/2011 21:19,0.0.5.253,BR,18881,1762,1.28.1.0
1/31/2011 21:19,0.0.5.254,BR,16735,3100,1.83.1.0
1/31/2011 21:19,0.0.5.255,BR,7738,1443,1.48.1.0
1/31/2011 21:20,0.0.6.16,BR,4230,4708,1.57.1.0
1/31/2011 21:20,0.0.6.26,BR,7738,2935,1.61.1.0
1/31/2011 21:20,0.0.6.31,BR,7738,50075,1.45.1.0
1/31/2011 21:20,0.0.6.36,BR,27699,64363,1.48.1.0
1/31/2011 21:20,0.0.6.42,BR,7738,2286,1.51.1.0
1/31/2011 21:20,0.0.6.43,BR,26599,2961,1.71.1.0
1/31/2011 21:20,0.0.6.46,BR,17379,2916,1.74.1.0
